Category,Term,Count,List Total,Pop Hits,Pop Total,P-Value,Benjamini,Fold Enrichment,Bonferroni,FDR,Fisher Exact,Full Term,User Ids,Theme,minus_log10_Benjamini
REACTOME_PATHWAY,Cell Cycle,25,178,652,10908,0.000136,0.00796,2.35,0.122,0.00751,5.55e-05,R-HSA-1640170~Cell Cycle,"CDCA5,RSF1,HDAC8,SKA2,LMNB1,TUBA1C,PPP1CC,CCND1,POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,H2BC8,RRM2,CDKN2A,CDK11B,H2BC17,CDC25A,NEDD1,TFDP1,ESPL1,PSMC2,H4C12,KIF20A",Cell cycle & mitosis,2.099086932262331
REACTOME_PATHWAY,Viral Infection Pathways,33,178,1004,10908,0.000149,0.00796,2.01,0.133,0.00751,7.14e-05,R-HSA-9824446~Viral Infection Pathways,"DDX3Y,EIF4A1,GTF2B,CXCR4,HNRNPU,YBX1,TUBA1C,PPP1CC,POLR2B,POLR2C,POLR2E,POLR2F,ARIH1,POLR2H,VPS36,PARP6,H2BC8,CPSF1,TAF12,ATG14,MED4,MED27,SUPT5H,H2BC17,GATAD2A,MED28,MED22,PACS1,LCK,TAL1,PSMC2,H4C12,HSPA1A",Immune response & host–pathogen interactions,2.099086932262331
REACTOME_PATHWAY,Pausing and recovery of HIV elongation,6,178,33,10908,0.000175,0.00796,11.14,0.154,0.00751,1.33e-05,R-HSA-167290~Pausing and recovery of HIV elongation,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,SUPT5H",Immune response & host–pathogen interactions,2.099086932262331
REACTOME_PATHWAY,Formation of the HIV-1 Early Elongation Complex,6,178,33,10908,0.000175,0.00796,11.14,0.154,0.00751,1.33e-05,R-HSA-167158~Formation of the HIV-1 Early Elongation Complex,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,SUPT5H",Immune response & host–pathogen interactions,2.099086932262331
REACTOME_PATHWAY,HIV elongation arrest and recovery,6,178,33,10908,0.000175,0.00796,11.14,0.154,0.00751,1.33e-05,R-HSA-167287~HIV elongation arrest and recovery,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,SUPT5H",Immune response & host–pathogen interactions,2.099086932262331
REACTOME_PATHWAY,Formation of the Early Elongation Complex,6,178,33,10908,0.000175,0.00796,11.14,0.154,0.00751,1.33e-05,R-HSA-113418~Formation of the Early Elongation Complex,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,SUPT5H",Protein & RNA homeostasis,2.099086932262331
REACTOME_PATHWAY,Signaling by FGFR2 IIIa TM,5,178,19,10908,0.000215,0.00935,16.13,0.186,0.00881,1.06e-05,R-HSA-8851708~Signaling by FGFR2 IIIa TM,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H",Cell signaling,2.0291883891274822
REACTOME_PATHWAY,Infectious disease,37,178,1223,10908,0.000265,0.011,1.85,0.224,0.0104,0.000138,R-HSA-5663205~Infectious disease,"DDX3Y,APP,EIF4A1,GTF2B,GNAI3,CXCR4,HNRNPU,PRKX,YBX1,TUBA1C,PPP1CC,FCGR3A,POLR2B,POLR2C,POLR2E,POLR2F,ARIH1,POLR2H,VPS36,PARP6,H2BC8,CPSF1,TAF12,ATG14,MED4,MED27,SUPT5H,H2BC17,GATAD2A,MED28,MED22,PACS1,LCK,TAL1,PSMC2,H4C12,HSPA1A",Immune response & host–pathogen interactions,1.958607314841775
REACTOME_PATHWAY,RNA Polymerase II Pre-transcription Events,8,178,80,10908,0.000308,0.0123,6.13,0.256,0.0116,4.58e-05,R-HSA-674695~RNA Polymerase II Pre-transcription Events,"TAF12,POLR2B,POLR2C,GTF2B,POLR2E,POLR2F,POLR2H,SUPT5H",Protein & RNA homeostasis,1.9100948885606022
REACTOME_PATHWAY,Dengue Virus-Host Interactions,14,178,267,10908,0.000406,0.0156,3.21,0.322,0.0147,0.000119,R-HSA-9918481~Dengue Virus-Host Interactions,"DDX3Y,H2BC8,CPSF1,HNRNPU,YBX1,ATG14,H2BC17,TAL1,POLR2B,POLR2C,H4C12,POLR2E,POLR2F,POLR2H",Immune response & host–pathogen interactions,1.8068754016455384
REACTOME_PATHWAY,Gene Silencing by RNA,8,178,87,10908,0.000516,0.019,5.64,0.39,0.0179,8.37e-05,R-HSA-211000~Gene Silencing by RNA,"H2BC8,POLR2B,POLR2C,H4C12,POLR2E,POLR2F,POLR2H,H2BC17",Protein & RNA homeostasis,1.7212463990471711
REACTOME_PATHWAY,MicroRNA (miRNA) biogenesis,5,178,24,10908,0.000552,0.0196,12.77,0.411,0.0185,3.61e-05,R-HSA-203927~MicroRNA (miRNA) biogenesis,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H",Protein & RNA homeostasis,1.7077439286435239
REACTOME_PATHWAY,HIV Transcription Elongation,6,178,43,10908,0.000621,0.0198,8.55,0.448,0.0187,6.41e-05,R-HSA-167169~HIV Transcription Elongation,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,SUPT5H",Immune response & host–pathogen interactions,1.7033348097384688
REACTOME_PATHWAY,Formation of HIV-1 elongation complex containing HIV-1 Tat,6,178,43,10908,0.000621,0.0198,8.55,0.448,0.0187,6.41e-05,R-HSA-167200~Formation of HIV-1 elongation complex containing HIV-1 Tat,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H,SUPT5H",Immune response & host–pathogen interactions,1.7033348097384688
